country_id,year,month,type,date,source,candidate_1,party_1,votes1_1,votes2_1,vote_share1_1,vote_share2_1,e_votes_1,e_vote_share_1,candidate_2,party_2,votes1_2,votes2_2,vote_share1_2,vote_share2_2,e_votes_2,e_vote_share_2,candidate_3,party_3,votes1_3,votes2_3,vote_share1_3,vote_share2_3,e_votes_3,e_vote_share_3,candidate_4,party_4,votes1_4,votes2_4,vote_share1_4,vote_share2_4,e_votes_4,e_vote_share_4,candidate_5,party_5,votes1_5,votes2_5,vote_share1_5,vote_share2_5,e_votes_5,e_vote_share_5,candidate_6,party_6,votes1_6,votes2_6,vote_share1_6,vote_share2_6,e_votes_6,e_vote_share_6,candidate_7,party_7,votes1_7,votes2_7,vote_share1_7,vote_share2_7,e_votes_7,e_vote_share_7,candidate_8,party_8,votes1_8,votes2_8,vote_share1_8,vote_share2_8,e_votes_8,e_vote_share_8,candidate_9,party_9,votes1_9,votes2_9,vote_share1_9,vote_share2_9,e_votes_9,e_vote_share_9,candidate_10,party_10,votes1_10,votes2_10,vote_share1_10,vote_share2_10,e_votes_10,e_vote_share_10,candidate_11,party_11,votes1_11,votes2_11,vote_share1_11,vote_share2_11,e_votes_11,e_vote_share_11,candidate_12,party_12,votes1_12,votes2_12,vote_share1_12,vote_share2_12,e_votes_12,e_vote_share_12,candidate_13,party_13,votes1_13,votes2_13,vote_share1_13,vote_share2_13,e_votes_13,e_vote_share_13,candidate_14,party_14,votes1_14,votes2_14,vote_share1_14,vote_share2_14,e_votes_14,e_vote_share_14,candidate_15,party_15,votes1_15,votes2_15,vote_share1_15,vote_share2_15,e_votes_15,e_vote_share_15,candidate_16,party_16,votes1_16,votes2_16,vote_share1_16,vote_share2_16,e_votes_16,e_vote_share_16,candidate_17,party_17,votes1_17,votes2_17,vote_share1_17,vote_share2_17,e_votes_17,e_vote_share_17,candidate_18,party_18,votes1_18,votes2_18,vote_share1_18,vote_share2_18,e_votes_18,e_vote_share_18,candidate_19,party_19,votes1_19,votes2_19,vote_share1_19,vote_share2_19,e_votes_19,e_vote_share_19,candidate_20,party_20,votes1_20,votes2_20,vote_share1_20,vote_share2_20,e_votes_20,e_vote_share_20,candidate_21,party_21,votes1_21,votes2_21,vote_share1_21,vote_share2_21,e_votes_21,e_vote_share_21,candidate_22,party_22,votes1_22,votes2_22,vote_share1_22,vote_share2_22,e_votes_22,e_vote_share_22,candidate_23,party_23,votes1_23,votes2_23,vote_share1_23,vote_share2_23,e_votes_23,e_vote_share_23,candidate_24,party_24,votes1_24,votes2_24,vote_share1_24,vote_share2_24,e_votes_24,e_vote_share_24,candidate_25,party_25,votes1_25,votes2_25,vote_share1_25,vote_share2_25,e_votes_25,e_vote_share_25,candidate_26,party_26,votes1_26,votes2_26,vote_share1_26,vote_share2_26,e_votes_26,e_vote_share_26,candidate_27,party_27,votes1_27,votes2_27,vote_share1_27,vote_share2_27,e_votes_27,e_vote_share_27,candidate_28,party_28,votes1_28,votes2_28,vote_share1_28,vote_share2_28,e_votes_28,e_vote_share_28,candidate_29,party_29,votes1_29,votes2_29,vote_share1_29,vote_share2_29,e_votes_29,e_vote_share_29,candidate_30,party_30,votes1_30,votes2_30,vote_share1_30,vote_share2_30,e_votes_30,e_vote_share_30,candidate_31,party_31,votes1_31,votes2_31,vote_share1_31,vote_share2_31,e_votes_31,e_vote_share_31,candidate_32,party_32,votes1_32,votes2_32,vote_share1_32,vote_share2_32,e_votes_32,e_vote_share_32,candidate_33,party_33,votes1_33,votes2_33,vote_share1_33,vote_share2_33,e_votes_33,e_vote_share_33,candidate_34,party_34,votes1_34,votes2_34,vote_share1_34,vote_share2_34,e_votes_34,e_vote_share_34,candidate_35,party_35,votes1_35,votes2_35,vote_share1_35,vote_share2_35,e_votes_35,e_vote_share_35,candidate_36,party_36,votes1_36,votes2_36,vote_share1_36,vote_share2_36,e_votes_36,e_vote_share_36,candidate_37,party_37,votes1_37,votes2_37,vote_share1_37,vote_share2_37,e_votes_37,e_vote_share_37,candidate_38,party_38,votes1_38,votes2_38,vote_share1_38,vote_share2_38,e_votes_38,e_vote_share_38,candidate_39,party_39,votes1_39,votes2_39,vote_share1_39,vote_share2_39,e_votes_39,e_vote_share_39,flag_two_round,flag_inconsequential,flag_inconsequential_note,flag_coup,flag_plebiscite,flag_unopposed,flag_indirect
CAO,1997,,Presidential,1997-10-12,Nohlen,Paul Biya,Union Nationale Camerounaise,3167820,,92.6,,,,Henri Hogbe Nlend,Union des populations du Cameroun,85693,,2.5,,,,Samuel Eboua,Mouvement pour la Démocratie et le Progrès.,83506,,2.4,,,,Albert Dzongang,Parti Populaire pour le Développement,40814,,1.2,,,,Joachim Tabi Owono,Action pour la Démocratie et l'Egalité des Chances,15817,,0.5,,,,Antoine Depadoue Ndemanou,Rassemblement du Peuple sans Frontière,15490,,0.5,,,,Gustave Essaka,Démocratie Intégrale du Cameroun,12915,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,1997,,Presidential,1997-12-18,Nohlen,Kim Dae-jung,National Congress for New Politics (Shaejongch'ikukminhoe'ui),10326275,,40.3,,,,Lee Hoi-hang,Grand National Party (Hanara-dang),9935718,,38.7,,,,Rhee In-jae,New Party by the People (Kukminshin-dang) [1997],4925591,,19.2,,,,Kwon Young-kil,PV 21,306026,,1.2,,,,Shin Jeong-yil,Independent,61056,,0.2,,,,Kim Han-shik,Independent,48717,,0.2,,,,Huh Kyung-young,Independent,39055,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1997,,Presidential,1997-10-19,Wiki,Milo Đukanović,Democratic Party of Socialists,145348,174745,47.42,50.8,,,Momir Bulatović,Democratic Party of Socialists–Momir Bulatović,147615,169257,48.16,49.2,,,Novica Stanić,Independent,5109,,1.67,,,,Aćim Višnjić,Independent,4635,,1.51,,,,Dragan Hajduković,Independent,1988,,0.65,,,,Novica Vojnović,Independent,785,,0.26,,,,Milan Radulović,Independent,620,,0.2,,,,Slobodan Vujačić,Independent,383,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
SRB,1997,12,Presidential,1997-12-21,Wiki,Milan Milutinović,Socialist Party of Serbia,1665822,2181808,43.7,59.23,,,Vojislav Šešelj,Serbian Radical Party,1227076,1383868,32.19,37.57,,,Vuk Drašković,Serbian Renewal Movement,587776,,15.42,,,,Vuk Obradović,Social Democracy,115850,,3.04,,,,Dragoljub Mićunović,Democratic Center,86583,,2.27,,,,Miodrag Vidojković,Citizens' Group,29180,,0.77,,,,Predrag Vuletić,Liberal-Democratic Party,21353,,0.56,,,,Branko Cicić,,,,,,,,Djordje Drlajcić,,,,,,,,Dragan Djordević,,,,,,,,Gvozden Sakić,,,,,,,,Milan Mladenović,,,,,,,,Milan Paroški,,,,,,,,Mile Isakov,Vojvodina Coalition,,,,,,,Nebojša Čović,Democratic Alternative,,,,,,,Sulejman Ugljanin,List for Sandžak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
MLI,1997,,Presidential,1997-05-11,Nohlen,Alpha O. Konaré,Alliance pour la Démocratie au Mali,1395581,,84.4,,,,Mamdou M. Diaby,Parti pour l'Unite la Démocratie et le Progrès,59001,,3.6,,,,Mountaga Tall,Congres National d'Initiative Démocratique,30195,,1.8,,,,Soumana Sako,CPP,30060,,1.8,,,,Choguel K. Maiga,MPR,29259,,1.8,,,,Seydou B. Kouyate,Union Soudanais-Rassemblement Démocratique Africain,26565,,1.6,,,,Abdoul W. Berthe,PMDR,21860,,1.3,,,,Idrissa Traore,Parti pour la Démocratie et le Progrès,19437,,1.2,,,,Almamy Sylla,Rassemblement pour la Démocratie et le Progrès,16115,,1,,,,Mamdou L. Traoré,MIRIA,15030,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,1997,,Presidential,1997-07-19,Nohlen,Charles Taylor,National Patriotic Party,468443,,75.3,,,,Ellen Johnson-Sirleaf,Unity Party,59557,,9.6,,,,Alhaji V. A.Kromah,All Liberian Coalition Party,25059,,4,,,,Cletus Wotorson,Alliance of Political Parties,15969,,2.6,,,,Baccus Matthwes,United People's Party,15604,,2.5,,,,Togba-Nah Tipoteh,Liberian People's Party,10010,,1.6,,,,George Boley,National Democratic Party of Liberia,7843,,1.3,,,,Henry Moniba,Liberia National Union,6708,,1.1,,,,Fiyah Gbolie,People's Democratic Party of Liberia,3497,,0.6,,,,Martin Sherif,National Reformation Party,2965,,0.5,,,,Chea Cheapo,Progressive People's Party,2142,,0.3,,,,Henry Fahnbulleh,Reformation Alliance Party,2067,,0.3,,,,George T. Washington,Free Democratic Party,2016,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1997,,Presidential,1997-12-29,Nohlen,Daniel T. arap Moi,Kenya African National Union,2500865,,40.4,,,,Mwai Kibaki,Democratic Party,1911742,,30.9,,,,Raila Odinga,National Democratic Party,667886,,10.8,,,,Michael Wamalwa,FORD-Kenya,505704,,8.2,,,,Charity Ngilu,Social Democratic Party,488600,,7.9,,,,Joseph M. Shikuku,FORD-Asili,36512,,0.6,,,,Katama Mkangi,Kenyan National Congress,23554,,0.4,,,,George Anyona,Kenyan Social Congress,16428,,0.3,,,,Nyoike Wa Kimani,FORD-People,8306,,0.1,,,,Koigi Wa Wamwere,Kenyan National Democratic Alliance,7745,,0.1,,,,Munyua Waiyaki,United Patriotic Party of Kenya,6194,,0.1,,,,Godfrey M'Mwereria,Green African Party,4627,,0.1,,,,Wangari Maathai,LPK,4246,,0.1,,,,Stephen Oludhe,Economic Independence Party,3691,,0.1,,,,Stephen Ngethe,Umma Patriotic Party,3584,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,1997,10,Presidential,1997-10-05,Wiki,Vojislav Šešelj,Serbian Radical Party,1126940,1733859,27.28,49.1,,,Zoran Lilić,Socialist Party of Serbia,1474924,1691354,37.7,47.9,,,Vuk Drašković,Serbian Renewal Movement,852800,,20.64,,,,Mile Isakov,Vojvodina Coalition,111166,,2.43,,,,Vuk Obradović,Social Democracy,100523,,2.43,,,,Nebojša Čović,Democratic Alternative,93133,,2.23,,,,Sulejman Ugljanin,List for Sandžak,68446,,1.66,,,,Milan Paroški,,27100,,0.66,,,,Miodrag Vidojković,Citizens' Group,14105,,0.34,,,,Predrag Vuletić,Liberal-Democratic Party,11463,,0.27,,,,Dragan Djordević,,10864,,0.26,,,,Milan Mladenović,,10112,,0.24,,,,Djordje Drlajcić,,9430,,0.22,,,,Branko Cicić,,7097,,0.17,,,,Gvozden Sakić,,3293,,0.06,,,,Dragoljub Mićunović,Democratic Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,Cancelled,,,,
TAZ,1975,,Presidential,1975-10-26,Nohlen,Julius K. Nyerere,Chama Cha Mapinduzi (Swahili: Party of the Revolution),4172267,,93.3,,,,No votes,,302005,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
MAG,1975,,Presidential,1975-12-21,AED,Didier Ratsiraka,Independent,3213146,,95.57,,,,Against,,148868,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
CAO,1975,,Presidential,1975-04-05,AED,Ahmadou Ahidjo,Cameroonian National Union (UNC),3483165,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
CDI,1975,,Presidential,1975-11-16,Nohlen,Felix Houphouët-Boigny,Parti Démocratique de la Côte d'Ivoire,2404905,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
LBR,1975,,Presidential,1975-10-07,Wiki,William Tobert,True Whig Party,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
LBR,1855,,Presidential,1855-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,1855,,Presidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJI,1981,,Presidential,1981-06-12,AED,Hassan Gouled Aptidon,RPP - People's Rally for Progress,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
EGY,1981,,Presidential,1981-10-13,Nohlen,Mubarak,National Democratic Party,9567904,,98.5,,,,No,,149650,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
PHI,1981,,Presidential,1981-06-16,Nohlen,Ferdinand E. Marcos,Kilusang Bagong Lipunan (New Society Movement),18309360,,88,,,,Alejo S. Santos,Nacionalista Party-RoyWing,1716449,,8.3,,,,Bartolome C. Cabangbang,FP,749845,,3.6,,,,Othersb,,25749,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,1981,10,Presidential,1981-10-02,Nohlen,Sayyid Ali Khamene’i,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),16007072,,97.1,,,,Ali Akbar Parvaresh,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),341841,,2.1,,,,Hasan Ghafuri-Fard,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),75658,,0.5,,,,Sayyid Reza Zavare’i,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),62156,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,1981,7,Presidential,1981-07-24,Nohlen,Mohammad Ali Raja'i,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),12960619,,91,,,,Abbas Shaybani,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),626301,,4.4,,,,Ali Akbar Parvaresh,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),401035,,2.8,,,,Habibollah Asghar-Owladi,Islamic Republican Party (Hezb-e Jomhuri-ye EslamT),252349,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Death,,,,
HON,1981,,Presidential,1981-11-29,Nohlen,Roberto Suazo Córdova,Partido Liberal de Honduras (Liberal Party of Honduras),636437,,53.9,,,,Ricardo Zúñiga Augustinus,Partido Nacional de Honduras (National Party of Honduras),491089,,41.6,,,,PINU-SD,,29419,,2.5,,,,PDC,,19163,,1.6,,,,Independents,,3997,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEN,1981,,Presidential,1981-03-15,Nohlen,Daniel Dacko,Union Démocratique Centrafricain,374027,,50.2,,,,Ange-Félix Patassé,Mouvement de Libération du Peuple Centrafricain,283739,,38.1,,,,François Pehoua,Independent,39661,,5.3,,,,Henri Maïdou,Parti Républicain de Progrès,24007,,3.2,,,,Abel Goumba,Front Patriotique Oubanguien,10512,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
BNG,1981,,Presidential,1981-11-15,Nohlen,Abdus Sattar,Bangladesh Nationalist Party,14203958,,65.5,,,,Kamal Hossain,Bangladesh Awami League,5636113,,26,,,,Maulana Mohammudullah,Independent,388741,,1.8,,,,M. A. G. Osmany,Independent,293637,,1.4,,,,M. A. Mil,JSD,248769,,1.1,,,,Muzaffar Ahmed,National Awami Party-M/Communist Party of Bangladesh,224188,,1,,,,Others,,682154,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRN,1981,,Presidential,1981-05-10,Nohlen,François Mitterrand,Parti Socialist (Socialist Party),7505960,15708262,25.8,51.8,,,Valéry Giscard d'Estaing,Union pour la Democratie Française (Union for the French Democracy),8222432,14642306,28.3,48.2,,,Jacques Chirac,Rassemblement pour la République (Rally for the Republic),5225848,,18,,,,Georges Marchais,Parti Communist Français (French Communist Party),4456922,,15.3,,,,Brice Lalonde,Ecologists,1126254,,3.9,,,,Arlette Laguiller,Lutte Ouvrière (Workers’ Struggle),668057,,2.3,,,,Michel Crépeau,Mouvement des Radicaux de Gauche (Movement of Leftist Radicals),642847,,2.2,,,,Michel Debré,Independent Gaullists,481821,,1.7,,,,Marie-France Garaud,Independent Gaullists,386623,,1.3,,,,Huguette Bouchardeau,Parti Socialist Unitié (United Socialist Party),321353,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,
